# estimate result
# timestamp tx ty tz qx qy qz qw
349.343012 36.3898 0.2889 5.1338 0.0047 0.7826 0.0123 0.6224
349.446627 37.4574 0.2912 4.8953 0.0035 0.7834 0.0119 0.6214
349.550244 38.5275 0.2964 4.6457 0.0035 0.7843 0.0114 0.6202
349.653859 39.6120 0.2977 4.4075 0.0025 0.7854 0.0110 0.6189
349.757471 40.6970 0.3011 4.1575 0.0012 0.7866 0.0107 0.6173
349.861090 41.7711 0.3055 3.8913 0.0009 0.7873 0.0101 0.6164
349.964707 42.8665 0.3139 3.6250 0.0008 0.7880 0.0096 0.6157
350.068320 43.9527 0.3191 3.3556 0.0001 0.7887 0.0094 0.6147
350.172066 45.0461 0.3234 3.0931 -0.0014 0.7895 0.0100 0.6137
350.275682 46.1552 0.3286 2.8202 -0.0020 0.7904 0.0094 0.6125
350.379425 47.2556 0.3316 2.5389 -0.0022 0.7913 0.0086 0.6114
350.483037 48.3500 0.3380 2.2693 -0.0023 0.7923 0.0077 0.6100
350.586772 49.4470 0.3374 1.9915 -0.0038 0.7932 0.0074 0.6089
350.690408 50.5443 0.3387 1.7005 -0.0038 0.7940 0.0074 0.6079
350.794130 51.6321 0.3429 1.4151 -0.0035 0.7948 0.0074 0.6069
350.897717 52.7242 0.3477 1.1313 -0.0040 0.7955 0.0080 0.6059
351.001912 53.7999 0.3499 0.8431 -0.0053 0.7961 0.0082 0.6051
351.104935 54.8911 0.3555 0.5557 -0.0060 0.7966 0.0080 0.6044
351.208563 55.9545 0.3606 0.2611 -0.0062 0.7971 0.0082 0.6038
351.312084 57.0324 0.3603 -0.0419 -0.0062 0.7975 0.0092 0.6032
351.415740 58.1012 0.3729 -0.3523 -0.0060 0.7978 0.0102 0.6028
351.519370 59.1542 0.3728 -0.6498 -0.0060 0.7982 0.0113 0.6022
351.622990 60.1922 0.3793 -0.9428 -0.0057 0.7987 0.0119 0.6016
351.726669 61.2470 0.3859 -1.2335 -0.0052 0.7993 0.0113 0.6008
351.830282 62.2973 0.3902 -1.5416 -0.0046 0.7997 0.0104 0.6003
351.934116 63.3599 0.3932 -1.8418 -0.0042 0.7999 0.0099 0.6000
352.037516 64.4200 0.3971 -2.1468 -0.0036 0.8000 0.0104 0.5999
352.141256 65.4529 0.3982 -2.4374 -0.0033 0.8000 0.0120 0.5998
352.244879 66.4922 0.4057 -2.7325 -0.0034 0.8001 0.0126 0.5997
352.348910 67.5381 0.4143 -3.0322 -0.0034 0.8001 0.0128 0.5997
352.452511 68.5764 0.4178 -3.3213 -0.0038 0.8002 0.0126 0.5996
352.555863 69.5991 0.4268 -3.6081 -0.0038 0.8002 0.0119 0.5996
352.659483 70.6329 0.4353 -3.9063 -0.0044 0.8003 0.0113 0.5995
352.763069 71.6474 0.4405 -4.1955 -0.0048 0.8003 0.0109 0.5995
352.866814 72.6719 0.4489 -4.4832 -0.0046 0.8003 0.0106 0.5994
352.970455 73.6750 0.4540 -4.7753 -0.0038 0.8004 0.0109 0.5994
353.074046 74.6657 0.4605 -5.0465 -0.0036 0.8006 0.0110 0.5991
353.177533 75.6918 0.4646 -5.3324 -0.0037 0.8009 0.0105 0.5987
353.281148 76.6763 0.4687 -5.6161 -0.0036 0.8013 0.0101 0.5981
353.384891 77.6646 0.4684 -5.9039 -0.0031 0.8020 0.0096 0.5972
353.488506 78.6612 0.4736 -6.1958 -0.0018 0.8025 0.0084 0.5965
353.592120 79.6481 0.4731 -6.4892 -0.0007 0.8033 0.0072 0.5956
353.695872 80.6226 0.4751 -6.7826 0.0009 0.8040 0.0074 0.5946
353.799478 81.5807 0.4779 -7.0801 0.0005 0.8046 0.0074 0.5937
353.903091 82.5063 0.4745 -7.3795 0.0012 0.8053 0.0089 0.5927
354.006711 83.4252 0.4689 -7.6751 0.0012 0.8061 0.0103 0.5917
354.110452 84.3375 0.4720 -7.9567 0.0014 0.8071 0.0103 0.5904
354.214064 85.2221 0.4700 -8.2326 0.0011 0.8082 0.0102 0.5888
354.317804 86.0920 0.4717 -8.5142 0.0020 0.8092 0.0102 0.5874
354.421422 86.9440 0.4656 -8.8077 0.0032 0.8102 0.0108 0.5861
354.525161 87.7726 0.4698 -9.0845 0.0036 0.8109 0.0113 0.5850
354.628775 88.5870 0.4659 -9.3448 0.0051 0.8113 0.0114 0.5845
354.732389 89.3754 0.4626 -9.6147 0.0071 0.8108 0.0121 0.5851
354.836022 90.1509 0.4614 -9.8704 0.0085 0.8101 0.0123 0.5862
354.939517 90.9200 0.4622 -10.1389 0.0092 0.8086 0.0136 0.5881
355.043121 91.6606 0.4545 -10.3598 0.0094 0.8070 0.0160 0.5903
355.146603 92.3890 0.4520 -10.5834 0.0103 0.8044 0.0174 0.5937
355.250219 93.1073 0.4506 -10.8018 0.0111 0.8010 0.0175 0.5982
355.353710 93.8028 0.4517 -10.9731 0.0120 0.7976 0.0172 0.6029
355.457199 94.4840 0.4529 -11.1454 0.0123 0.7933 0.0173 0.6085
355.560814 95.1528 0.4532 -11.3019 0.0123 0.7884 0.0180 0.6148
355.664305 95.7869 0.4511 -11.4375 0.0120 0.7827 0.0190 0.6221
355.767796 96.4048 0.4516 -11.5476 0.0126 0.7753 0.0206 0.6311
355.871154 97.0013 0.4505 -11.6356 0.0139 0.7654 0.0222 0.6430
355.974524 97.5746 0.4483 -11.6952 0.0146 0.7530 0.0230 0.6575
356.077907 98.1313 0.4468 -11.7257 0.0150 0.7379 0.0231 0.6743
356.181133 98.6719 0.4459 -11.7162 0.0150 0.7202 0.0227 0.6932
356.284367 99.1862 0.4475 -11.6679 0.0143 0.7002 0.0211 0.7135
356.387610 99.6841 0.4459 -11.5848 0.0143 0.6775 0.0204 0.7351
356.490974 100.1413 0.4380 -11.4868 0.0140 0.6528 0.0201 0.7572
356.594218 100.5996 0.4343 -11.3509 0.0148 0.6257 0.0216 0.7796
356.697603 101.0534 0.4267 -11.1785 0.0139 0.5966 0.0228 0.8021
356.800948 101.4931 0.4254 -10.9713 0.0134 0.5661 0.0224 0.8239
356.904336 101.9092 0.4232 -10.7163 0.0127 0.5350 0.0194 0.8445
357.008244 102.3058 0.4216 -10.4499 0.0122 0.5031 0.0188 0.8639
357.111306 102.6879 0.4199 -10.1457 0.0105 0.4709 0.0189 0.8819
357.214918 103.0417 0.4227 -9.8111 0.0077 0.4388 0.0185 0.8983
357.318403 103.3665 0.4196 -9.4504 0.0038 0.4064 0.0169 0.9135
357.422246 103.6719 0.4188 -9.0645 0.0009 0.3750 0.0139 0.9269
357.525915 103.9633 0.4159 -8.6579 -0.0007 0.3453 0.0128 0.9384
357.629649 104.2365 0.4121 -8.2343 -0.0003 0.3176 0.0121 0.9481
357.733390 104.4873 0.4064 -7.7946 0.0005 0.2924 0.0115 0.9562
357.837248 104.7265 0.4080 -7.3356 0.0024 0.2699 0.0085 0.9629
357.941170 104.9541 0.4079 -6.8513 0.0038 0.2509 0.0051 0.9680
358.045087 105.1717 0.4082 -6.3485 0.0029 0.2350 -0.0004 0.9720
358.149085 105.3879 0.4052 -5.8257 0.0014 0.2218 -0.0023 0.9751
358.253086 105.6076 0.4003 -5.3037 -0.0003 0.2100 -0.0021 0.9777
358.357057 105.8286 0.3975 -4.7531 -0.0015 0.2000 0.0001 0.9798
358.461048 106.0470 0.3966 -4.1995 -0.0018 0.1912 0.0005 0.9815
358.565052 106.2447 0.3950 -3.6349 -0.0008 0.1841 -0.0008 0.9829
358.668915 106.4280 0.3903 -3.0605 -0.0003 0.1782 -0.0037 0.9840
358.772809 106.6313 0.3876 -2.4684 0.0010 0.1735 -0.0028 0.9848
358.876642 106.8434 0.3865 -1.8675 0.0017 0.1696 -0.0006 0.9855
358.980519 107.0644 0.3854 -1.2407 0.0021 0.1666 0.0002 0.9860
359.084242 107.2870 0.3819 -0.5906 0.0024 0.1651 -0.0000 0.9863
359.188104 107.4846 0.3776 0.0611 0.0032 0.1645 0.0003 0.9864
359.291743 107.7352 0.3782 0.7444 0.0048 0.1618 0.0012 0.9868
359.395459 107.9637 0.3762 1.4439 0.0059 0.1594 0.0040 0.9872
359.499077 108.2021 0.3747 2.1594 0.0073 0.1564 0.0062 0.9877
359.602816 108.4322 0.3719 2.8973 0.0070 0.1535 0.0059 0.9881
359.706695 108.6609 0.3684 3.6544 0.0072 0.1506 0.0054 0.9886
359.810065 108.8891 0.3666 4.4206 0.0079 0.1475 0.0053 0.9890
359.913663 109.1131 0.3595 5.2056 0.0089 0.1452 0.0056 0.9894
360.017407 109.3417 0.3534 6.0154 0.0100 0.1436 0.0046 0.9896
360.121296 109.5839 0.3434 6.8489 0.0106 0.1420 0.0061 0.9898
360.224642 109.8247 0.3334 7.6978 0.0101 0.1410 0.0089 0.9899
360.328379 110.0840 0.3251 8.5609 0.0087 0.1391 0.0099 0.9902
360.431995 110.3322 0.3185 9.4436 0.0076 0.1378 0.0115 0.9904
360.535613 110.5921 0.3168 10.3435 0.0075 0.1359 0.0125 0.9906
360.639397 110.8335 0.3097 11.2625 0.0067 0.1347 0.0102 0.9908
360.742963 111.0853 0.3044 12.2006 0.0047 0.1336 0.0071 0.9910
360.846701 111.3249 0.2998 13.1653 0.0023 0.1333 0.0042 0.9911
360.950466 111.5763 0.2929 14.1323 0.0017 0.1334 0.0020 0.9911
361.054059 111.8419 0.2848 15.0971 0.0043 0.1334 0.0021 0.9911
361.157677 112.0953 0.2768 16.0687 0.0066 0.1338 0.0021 0.9910
361.261444 112.3654 0.2711 17.0527 0.0070 0.1338 0.0041 0.9910
361.365058 112.6407 0.2588 18.0514 0.0058 0.1340 0.0056 0.9909
361.468697 112.9105 0.2496 19.0587 0.0064 0.1343 0.0041 0.9909
361.572406 113.1804 0.2414 20.0760 0.0062 0.1346 0.0024 0.9909
361.675998 113.4583 0.2352 21.0904 0.0063 0.1345 0.0021 0.9909
361.779619 113.7285 0.2221 22.1152 0.0065 0.1344 0.0020 0.9909
361.883234 113.9917 0.2067 23.1254 0.0083 0.1342 0.0036 0.9909
361.986851 114.2779 0.1950 24.1534 0.0096 0.1332 0.0053 0.9910
362.090468 114.5539 0.1821 25.1774 0.0105 0.1321 0.0063 0.9912
362.194207 114.8183 0.1672 26.1997 0.0108 0.1314 0.0059 0.9912
362.297821 115.0786 0.1530 27.2166 0.0086 0.1311 0.0048 0.9913
362.401463 115.3454 0.1453 28.2524 0.0072 0.1311 0.0039 0.9913
362.505051 115.6073 0.1276 29.2893 0.0081 0.1315 0.0027 0.9913
362.608795 115.8813 0.1124 30.3272 0.0099 0.1316 0.0024 0.9913
362.712409 116.1710 0.0961 31.3367 0.0103 0.1315 0.0047 0.9912
362.816152 116.4392 0.0853 32.3748 0.0077 0.1326 0.0078 0.9911
362.919763 116.7220 0.0689 33.4157 0.0047 0.1331 0.0091 0.9910
363.023384 116.9980 0.0546 34.4267 0.0043 0.1335 0.0081 0.9910
363.127121 117.2758 0.0442 35.4340 0.0062 0.1338 0.0072 0.9910
363.230739 117.5389 0.0279 36.4426 0.0075 0.1343 0.0046 0.9909
363.334354 117.8214 0.0149 37.4605 0.0076 0.1347 0.0035 0.9908
363.438083 118.1021 0.0048 38.4892 0.0052 0.1351 0.0037 0.9908
363.541585 118.3724 -0.0081 39.5169 0.0031 0.1356 0.0030 0.9908
363.645199 118.6558 -0.0190 40.5393 0.0041 0.1354 0.0032 0.9908
363.748837 118.9376 -0.0277 41.5645 0.0063 0.1355 0.0039 0.9907
363.852552 119.2214 -0.0364 42.5823 0.0072 0.1359 0.0052 0.9907
363.956169 119.5004 -0.0423 43.6346 0.0053 0.1364 0.0065 0.9906
364.059786 119.7982 -0.0538 44.6799 0.0031 0.1364 0.0079 0.9906
364.163399 120.0953 -0.0628 45.7335 0.0030 0.1364 0.0093 0.9906
364.267142 120.3833 -0.0666 46.7854 0.0045 0.1369 0.0111 0.9905
364.370757 120.6864 -0.0727 47.8381 0.0044 0.1367 0.0125 0.9905
364.474373 120.9686 -0.0824 48.9023 0.0036 0.1374 0.0133 0.9904
364.578127 121.2748 -0.0878 49.9678 0.0040 0.1371 0.0145 0.9904
364.681751 121.5728 -0.0972 51.0435 0.0057 0.1367 0.0147 0.9905
364.785366 121.8691 -0.1050 52.1244 0.0083 0.1367 0.0157 0.9904
364.888849 122.1543 -0.1185 53.2147 0.0091 0.1367 0.0147 0.9905
364.992573 122.4377 -0.1298 54.3078 0.0083 0.1369 0.0131 0.9905
365.096187 122.7320 -0.1416 55.3988 0.0061 0.1371 0.0138 0.9904
365.199806 123.0424 -0.1519 56.5159 0.0042 0.1369 0.0131 0.9905
365.303424 123.3519 -0.1576 57.6400 0.0025 0.1375 0.0134 0.9904
365.407047 123.6667 -0.1656 58.7674 0.0015 0.1379 0.0143 0.9903
365.510648 123.9894 -0.1714 59.8763 0.0033 0.1381 0.0144 0.9903
365.614244 124.3023 -0.1797 61.0065 0.0056 0.1385 0.0142 0.9902
365.717768 124.6216 -0.1867 62.1261 0.0056 0.1385 0.0142 0.9902
365.821533 124.9301 -0.1965 63.2480 0.0052 0.1386 0.0146 0.9902
365.924989 125.2580 -0.2078 64.3719 0.0068 0.1379 0.0141 0.9903
366.028644 125.5778 -0.2168 65.5120 0.0089 0.1374 0.0139 0.9904
366.132222 125.8967 -0.2286 66.6493 0.0098 0.1370 0.0145 0.9904
366.235834 126.2136 -0.2458 67.7824 0.0087 0.1365 0.0148 0.9905
366.339452 126.5177 -0.2631 68.9166 0.0065 0.1361 0.0147 0.9906
366.443063 126.8326 -0.2734 70.0624 0.0050 0.1355 0.0150 0.9907
366.546691 127.1405 -0.2864 71.1921 0.0056 0.1347 0.0133 0.9908
366.650228 127.4438 -0.3006 72.3089 0.0100 0.1342 0.0123 0.9908
366.753786 127.7440 -0.3175 73.4317 0.0143 0.1336 0.0099 0.9909
366.857403 128.0565 -0.3347 74.5416 0.0143 0.1324 0.0097 0.9910
366.960896 128.3458 -0.3529 75.6553 0.0117 0.1319 0.0098 0.9911
367.064502 128.6441 -0.3671 76.7666 0.0090 0.1317 0.0112 0.9912
367.168125 128.9404 -0.3790 77.8862 0.0058 0.1315 0.0112 0.9912
367.271617 129.2391 -0.3942 79.0028 0.0044 0.1315 0.0115 0.9912
367.375234 129.5467 -0.4031 80.1270 0.0051 0.1313 0.0110 0.9913
367.478995 129.8326 -0.4123 81.2465 0.0050 0.1321 0.0109 0.9912
367.582460 130.1305 -0.4211 82.3611 0.0054 0.1326 0.0111 0.9911
367.686200 130.4220 -0.4349 83.4695 0.0083 0.1332 0.0109 0.9910
367.789969 130.7203 -0.4543 84.5764 0.0126 0.1333 0.0096 0.9910
367.893431 131.0131 -0.4675 85.6829 0.0144 0.1337 0.0089 0.9909
367.997449 131.3206 -0.4872 86.7929 0.0118 0.1337 0.0080 0.9909
368.100766 131.6162 -0.5029 87.9059 0.0074 0.1340 0.0053 0.9909
368.204295 131.9070 -0.5145 89.0142 0.0028 0.1349 0.0048 0.9908
368.307978 132.2075 -0.5236 90.1178 -0.0002 0.1357 0.0059 0.9907
368.411570 132.5098 -0.5329 91.2231 -0.0003 0.1361 0.0051 0.9907
368.515218 132.8104 -0.5434 92.2963 0.0051 0.1363 0.0081 0.9906
368.618863 133.1204 -0.5583 93.3605 0.0137 0.1362 0.0114 0.9905
368.722480 133.4287 -0.5743 94.4319 0.0175 0.1359 0.0117 0.9905
368.826098 133.7171 -0.5927 95.5141 0.0144 0.1362 0.0126 0.9905
368.929734 134.0157 -0.6129 96.6039 0.0081 0.1360 0.0135 0.9906
369.033550 134.3231 -0.6260 97.6832 0.0036 0.1358 0.0134 0.9906
369.137076 134.6140 -0.6319 98.7392 0.0000 0.1354 0.0128 0.9907
369.240742 134.9056 -0.6379 99.8134 -0.0022 0.1350 0.0125 0.9908
369.344279 135.1909 -0.6439 100.8719 -0.0008 0.1349 0.0114 0.9908
369.447909 135.4746 -0.6549 101.9406 0.0023 0.1348 0.0088 0.9908
369.551553 135.7693 -0.6622 102.9867 0.0064 0.1349 0.0080 0.9908
369.655271 136.0636 -0.6762 104.0273 0.0093 0.1353 0.0080 0.9907
369.758882 136.3396 -0.6904 105.0312 0.0125 0.1366 0.0076 0.9905
369.862625 136.6414 -0.7052 106.0612 0.0134 0.1373 0.0090 0.9904
369.966242 136.9432 -0.7198 107.0874 0.0111 0.1378 0.0100 0.9904
370.069985 137.2472 -0.7353 108.1242 0.0062 0.1377 0.0104 0.9904
370.173657 137.5252 -0.7460 109.1415 0.0016 0.1376 0.0096 0.9904
370.277214 137.8059 -0.7533 110.1633 -0.0004 0.1370 0.0074 0.9905
370.380848 138.0703 -0.7628 111.1611 0.0008 0.1369 0.0041 0.9906
370.484502 138.3497 -0.7737 112.1516 0.0041 0.1359 0.0026 0.9907
370.588147 138.6189 -0.7874 113.1181 0.0088 0.1348 0.0034 0.9908
370.691676 138.8727 -0.8056 114.0613 0.0113 0.1339 0.0047 0.9909
370.795413 139.1414 -0.8246 115.0134 0.0118 0.1327 0.0073 0.9911
370.899245 139.3996 -0.8430 115.9416 0.0088 0.1314 0.0097 0.9912
371.002647 139.6610 -0.8592 116.8570 0.0065 0.1301 0.0119 0.9914
371.106420 139.8957 -0.8737 117.7466 0.0075 0.1295 0.0129 0.9915
371.210023 140.1173 -0.8828 118.6101 0.0111 0.1292 0.0124 0.9915
371.313643 140.3379 -0.8931 119.4673 0.0133 0.1289 0.0126 0.9915
371.417362 140.5315 -0.9097 120.2934 0.0134 0.1286 0.0102 0.9916
371.520975 140.7337 -0.9242 121.1195 0.0129 0.1282 0.0087 0.9916
371.624717 140.9680 -0.9402 121.9394 0.0133 0.1271 0.0092 0.9918
371.728344 141.1682 -0.9532 122.7338 0.0122 0.1262 0.0072 0.9919
371.832089 141.3480 -0.9657 123.5153 0.0093 0.1258 0.0038 0.9920
371.935686 141.5426 -0.9765 124.2770 0.0053 0.1242 0.0034 0.9922
372.039304 141.7073 -0.9900 124.9932 0.0036 0.1230 0.0038 0.9924
372.143066 141.8742 -1.0003 125.6999 0.0047 0.1221 0.0036 0.9925
372.246653 142.0198 -1.0118 126.3722 0.0067 0.1214 0.0022 0.9926
372.350401 142.1813 -1.0221 127.0267 0.0087 0.1201 0.0034 0.9927
372.454014 142.3388 -1.0283 127.6579 0.0076 0.1184 0.0026 0.9929
372.557756 142.4805 -1.0380 128.2689 0.0045 0.1182 0.0023 0.9930
372.661371 142.6141 -1.0432 128.8496 0.0024 0.1181 -0.0006 0.9930
372.765106 142.7405 -1.0542 129.4221 0.0015 0.1188 -0.0018 0.9929
372.868726 142.8677 -1.0651 129.9719 0.0006 0.1204 -0.0034 0.9927
372.972465 143.0103 -1.0721 130.5076 0.0009 0.1233 -0.0041 0.9924
373.076082 143.1425 -1.0784 131.0204 0.0023 0.1272 -0.0053 0.9919
373.179824 143.2728 -1.0849 131.5229 0.0038 0.1326 -0.0070 0.9911
373.283685 143.4137 -1.0905 131.9962 0.0040 0.1401 -0.0085 0.9901
373.387508 143.5617 -1.0962 132.4489 0.0036 0.1498 -0.0086 0.9887
373.491166 143.7294 -1.1005 132.8910 0.0033 0.1615 -0.0065 0.9868
373.595031 143.9038 -1.1072 133.3131 0.0040 0.1753 -0.0032 0.9845
373.698906 144.0882 -1.1129 133.7096 0.0053 0.1914 -0.0023 0.9815
373.802948 144.2630 -1.1212 134.1236 0.0057 0.2107 -0.0021 0.9775
373.906871 144.4712 -1.1248 134.5090 0.0060 0.2301 -0.0012 0.9732
374.010787 144.7139 -1.1274 134.8777 0.0076 0.2496 0.0026 0.9683
374.114595 144.9646 -1.1311 135.2292 0.0095 0.2697 0.0059 0.9629
374.218593 145.2323 -1.1330 135.5605 0.0116 0.2904 0.0096 0.9568
374.322389 145.5167 -1.1408 135.8788 0.0119 0.3112 0.0117 0.9502
374.426185 145.7996 -1.1504 136.1786 0.0111 0.3319 0.0128 0.9432
374.529981 146.1027 -1.1492 136.4686 0.0108 0.3530 0.0158 0.9354
374.633690 146.4264 -1.1464 136.7447 0.0105 0.3756 0.0177 0.9265
374.737530 146.7660 -1.1504 137.0078 0.0106 0.4001 0.0194 0.9162
374.841173 147.1260 -1.1526 137.2609 0.0102 0.4249 0.0208 0.9050
374.945052 147.5046 -1.1515 137.5064 0.0096 0.4497 0.0220 0.8928
375.048681 147.9044 -1.1560 137.7283 0.0081 0.4748 0.0218 0.8798
375.152292 148.3253 -1.1570 137.9342 0.0073 0.4999 0.0219 0.8657
375.256016 148.7490 -1.1574 138.1170 0.0070 0.5252 0.0198 0.8507
375.359620 149.1967 -1.1531 138.2727 0.0086 0.5498 0.0184 0.8351
375.463236 149.6632 -1.1463 138.4018 0.0108 0.5729 0.0167 0.8194
375.566861 150.1567 -1.1447 138.5394 0.0121 0.5958 0.0156 0.8029
375.670461 150.6522 -1.1443 138.6322 0.0124 0.6175 0.0150 0.7864
375.774550 151.1706 -1.1455 138.6992 0.0110 0.6381 0.0148 0.7697
375.877726 151.7069 -1.1399 138.7457 0.0099 0.6573 0.0154 0.7534
375.981193 152.2494 -1.1349 138.7539 0.0098 0.6753 0.0168 0.7373
376.084805 152.8144 -1.1299 138.7390 0.0100 0.6924 0.0186 0.7212
376.188443 153.3839 -1.1324 138.7141 0.0085 0.7086 0.0193 0.7053
376.292032 153.9615 -1.1331 138.6724 0.0077 0.7229 0.0176 0.6907
376.395525 154.5462 -1.1281 138.6004 0.0093 0.7351 0.0160 0.6777
376.499037 155.1446 -1.1247 138.5110 0.0124 0.7458 0.0160 0.6658
376.602382 155.7482 -1.1193 138.4035 0.0153 0.7549 0.0173 0.6554
376.705869 156.3723 -1.1150 138.2767 0.0170 0.7627 0.0190 0.6462
376.809239 157.0001 -1.1141 138.1354 0.0183 0.7693 0.0210 0.6383
376.912605 157.6526 -1.1130 137.9971 0.0182 0.7751 0.0209 0.6313
377.015966 158.3241 -1.1159 137.8477 0.0183 0.7800 0.0218 0.6251
377.119331 159.0233 -1.1079 137.6718 0.0185 0.7836 0.0229 0.6206
377.222822 159.7248 -1.1000 137.4896 0.0196 0.7864 0.0254 0.6169
377.326188 160.4790 -1.0937 137.2960 0.0195 0.7888 0.0268 0.6137
377.429696 161.2095 -1.0941 137.1155 0.0187 0.7912 0.0265 0.6107
377.533196 161.9765 -1.0864 136.9314 0.0208 0.7942 0.0254 0.6068
377.636792 162.7563 -1.0759 136.7129 0.0239 0.7967 0.0244 0.6035
377.740279 163.5435 -1.0732 136.4852 0.0257 0.7987 0.0216 0.6007
377.843895 164.3642 -1.0724 136.2332 0.0286 0.7999 0.0210 0.5990
377.947384 165.2074 -1.0720 135.9713 0.0305 0.8004 0.0215 0.5983
378.050999 166.0461 -1.0719 135.7236 0.0293 0.8009 0.0229 0.5976
378.154558 166.9512 -1.0632 135.4551 0.0258 0.8011 0.0239 0.5975
378.257978 167.8449 -1.0564 135.1861 0.0226 0.8005 0.0273 0.5982
378.361613 168.7755 -1.0495 134.9158 0.0196 0.8003 0.0288 0.5986
378.465235 169.6881 -1.0427 134.6470 0.0202 0.8002 0.0280 0.5987
378.568835 170.6058 -1.0350 134.3756 0.0242 0.8001 0.0251 0.5989
378.672452 171.5161 -1.0333 134.1009 0.0265 0.8000 0.0233 0.5990
378.776114 172.4508 -1.0348 133.8133 0.0280 0.7997 0.0238 0.5993
378.879739 173.3958 -1.0342 133.5371 0.0274 0.7994 0.0257 0.5996
378.983414 174.3686 -1.0354 133.2584 0.0264 0.7991 0.0263 0.6001
