# estimate result
# timestamp tx ty tz qx qy qz qw
346.857011 13.7465 0.1089 8.7011 -0.0130 0.6874 0.0025 0.7261
346.960606 14.5167 0.1129 8.7007 -0.0106 0.6964 0.0041 0.7175
347.064350 15.3019 0.1187 8.6772 -0.0076 0.7052 0.0070 0.7090
347.167832 16.1105 0.1255 8.6459 -0.0064 0.7129 0.0101 0.7011
347.271452 16.9486 0.1308 8.5994 -0.0059 0.7200 0.0133 0.6938
347.375062 17.7880 0.1389 8.5460 -0.0058 0.7264 0.0147 0.6871
347.478594 18.6447 0.1470 8.4791 -0.0058 0.7322 0.0136 0.6809
347.582173 19.5155 0.1566 8.4034 -0.0048 0.7381 0.0117 0.6745
347.685789 20.4003 0.1672 8.2993 -0.0053 0.7440 0.0101 0.6681
347.789423 21.3120 0.1734 8.1872 -0.0065 0.7499 0.0103 0.6614
347.893020 22.2429 0.1821 8.0579 -0.0060 0.7554 0.0121 0.6551
347.996509 23.1716 0.1910 7.8967 -0.0042 0.7599 0.0132 0.6499
348.100125 24.1082 0.2024 7.7303 -0.0007 0.7636 0.0132 0.6455
348.203616 25.0578 0.2096 7.5566 0.0023 0.7667 0.0115 0.6418
348.307232 26.0134 0.2171 7.3698 0.0053 0.7696 0.0107 0.6384
348.410848 27.0012 0.2208 7.1768 0.0063 0.7719 0.0104 0.6356
348.514336 28.0077 0.2283 6.9872 0.0050 0.7735 0.0101 0.6337
348.617856 29.0212 0.2356 6.7766 0.0046 0.7744 0.0112 0.6326
348.721316 30.0462 0.2354 6.5673 0.0055 0.7759 0.0121 0.6307
348.824933 31.0873 0.2377 6.3527 0.0043 0.7770 0.0115 0.6294
348.928558 32.1337 0.2407 6.1330 0.0039 0.7779 0.0112 0.6283
349.032039 33.2051 0.2472 5.8913 0.0044 0.7787 0.0113 0.6273
349.135779 34.2750 0.2509 5.6456 0.0050 0.7795 0.0108 0.6262
349.239396 35.3328 0.2479 5.4044 0.0043 0.7804 0.0098 0.6251
349.343012 36.4282 0.2513 5.1793 0.0034 0.7816 0.0092 0.6237
349.446627 37.5106 0.2518 4.9483 0.0023 0.7826 0.0087 0.6225
349.550244 38.5846 0.2555 4.6978 0.0023 0.7834 0.0082 0.6214
349.653859 39.6961 0.2556 4.4485 0.0017 0.7845 0.0082 0.6201
349.757471 40.7786 0.2606 4.2008 0.0001 0.7856 0.0074 0.6186
349.861090 41.8731 0.2601 3.9207 -0.0009 0.7864 0.0063 0.6177
349.964707 42.9774 0.2715 3.6460 -0.0010 0.7870 0.0054 0.6170
350.068320 44.0733 0.2750 3.3783 -0.0018 0.7877 0.0052 0.6160
350.172066 45.1562 0.2787 3.1159 -0.0032 0.7886 0.0057 0.6149
350.275682 46.2534 0.2816 2.8470 -0.0038 0.7895 0.0052 0.6137
350.379425 47.3512 0.2803 2.5707 -0.0040 0.7903 0.0043 0.6126
350.483037 48.4495 0.2818 2.3052 -0.0041 0.7915 0.0037 0.6112
350.586772 49.5543 0.2827 2.0175 -0.0053 0.7921 0.0033 0.6103
350.690408 50.6625 0.2804 1.7410 -0.0054 0.7932 0.0032 0.6090
350.794130 51.7478 0.2807 1.4557 -0.0051 0.7939 0.0033 0.6080
350.897717 52.8421 0.2836 1.1696 -0.0055 0.7945 0.0038 0.6072
351.001912 53.9161 0.2836 0.8863 -0.0070 0.7950 0.0038 0.6066
351.104935 54.9956 0.2848 0.5946 -0.0080 0.7955 0.0036 0.6058
351.208563 56.0671 0.2787 0.3085 -0.0082 0.7961 0.0039 0.6051
351.312084 57.1562 0.2809 0.0195 -0.0084 0.7966 0.0048 0.6044
351.415740 58.2521 0.2867 -0.2785 -0.0082 0.7971 0.0058 0.6038
351.519370 59.3168 0.2854 -0.5748 -0.0084 0.7974 0.0067 0.6033
351.622990 60.3684 0.2948 -0.8720 -0.0078 0.7978 0.0071 0.6028
351.726669 61.4228 0.2971 -1.1767 -0.0075 0.7982 0.0066 0.6023
351.830282 62.4824 0.3032 -1.4788 -0.0071 0.7986 0.0053 0.6019
351.934116 63.5570 0.3067 -1.7846 -0.0068 0.7987 0.0046 0.6017
352.037516 64.6262 0.3116 -2.0758 -0.0061 0.7990 0.0049 0.6013
352.141256 65.6426 0.3022 -2.3416 -0.0051 0.7989 0.0071 0.6014
352.244879 66.6881 0.3029 -2.6344 -0.0051 0.7990 0.0081 0.6013
352.348910 67.7279 0.3072 -2.9259 -0.0051 0.7989 0.0084 0.6014
352.452511 68.7495 0.3097 -3.2134 -0.0053 0.7988 0.0082 0.6015
352.555863 69.7698 0.3160 -3.4923 -0.0053 0.7989 0.0075 0.6014
352.659483 70.8060 0.3218 -3.7766 -0.0060 0.7990 0.0069 0.6013
352.763069 71.8134 0.3236 -4.0652 -0.0062 0.7990 0.0066 0.6013
352.866814 72.7977 0.3243 -4.3568 -0.0063 0.7988 0.0063 0.6015
352.970455 73.7930 0.3286 -4.6480 -0.0054 0.7988 0.0068 0.6016
353.074046 74.7956 0.3316 -4.9343 -0.0048 0.7988 0.0070 0.6015
353.177533 75.7907 0.3361 -5.2257 -0.0044 0.7989 0.0069 0.6014
353.281148 76.7788 0.3368 -5.5029 -0.0039 0.7992 0.0068 0.6010
353.384891 77.7731 0.3333 -5.7848 -0.0034 0.7999 0.0065 0.6001
353.488506 78.7662 0.3334 -6.0755 -0.0022 0.8003 0.0052 0.5995
353.592120 79.7526 0.3293 -6.3549 -0.0011 0.8010 0.0041 0.5986
353.695872 80.7218 0.3244 -6.6311 0.0006 0.8018 0.0046 0.5975
353.799478 81.6859 0.3222 -6.9166 0.0003 0.8026 0.0047 0.5964
353.903091 82.5999 0.3156 -7.2169 0.0014 0.8033 0.0065 0.5955
354.006711 83.5579 0.3108 -7.5195 0.0013 0.8040 0.0078 0.5946
354.110452 84.4744 0.3159 -7.7952 0.0013 0.8049 0.0076 0.5933
354.214064 85.3643 0.3111 -8.0549 0.0012 0.8060 0.0077 0.5919
354.317804 86.2322 0.3092 -8.3323 0.0020 0.8070 0.0077 0.5905
354.421422 87.0760 0.3072 -8.6048 0.0032 0.8080 0.0080 0.5891
354.525161 87.9055 0.3116 -8.8728 0.0035 0.8089 0.0083 0.5879
354.628775 88.7137 0.3067 -9.1258 0.0050 0.8092 0.0085 0.5875
354.732389 89.5072 0.3008 -9.3871 0.0070 0.8088 0.0091 0.5880
354.836022 90.2804 0.2953 -9.6191 0.0085 0.8081 0.0095 0.5889
354.939517 91.0390 0.2961 -9.8604 0.0090 0.8068 0.0104 0.5906
355.043121 91.7858 0.2873 -10.0920 0.0093 0.8051 0.0127 0.5930
355.146603 92.5177 0.2831 -10.3147 0.0102 0.8025 0.0142 0.5964
355.250219 93.2387 0.2813 -10.5258 0.0111 0.7991 0.0143 0.6009
355.353710 93.9362 0.2819 -10.7090 0.0119 0.7955 0.0139 0.6057
355.457199 94.6114 0.2808 -10.8786 0.0122 0.7911 0.0141 0.6114
355.560814 95.2838 0.2853 -11.0392 0.0125 0.7861 0.0147 0.6179
355.664305 95.9165 0.2802 -11.1619 0.0122 0.7805 0.0159 0.6249
355.767796 96.5418 0.2718 -11.2846 0.0124 0.7727 0.0179 0.6344
355.871154 97.1231 0.2725 -11.3703 0.0139 0.7627 0.0196 0.6463
355.974524 97.7091 0.2681 -11.4253 0.0144 0.7502 0.0204 0.6607
356.077907 98.2631 0.2666 -11.4397 0.0147 0.7353 0.0204 0.6773
356.181133 98.7935 0.2652 -11.4241 0.0148 0.7176 0.0201 0.6960
356.284367 99.2938 0.2642 -11.3730 0.0141 0.6975 0.0188 0.7162
356.387610 99.7922 0.2616 -11.2983 0.0141 0.6746 0.0181 0.7379
356.490974 100.2597 0.2530 -11.1965 0.0137 0.6495 0.0180 0.7600
356.594218 100.7211 0.2486 -11.0601 0.0142 0.6224 0.0191 0.7824
356.697603 101.1742 0.2410 -10.8816 0.0131 0.5932 0.0201 0.8047
356.800948 101.6082 0.2410 -10.6677 0.0127 0.5628 0.0196 0.8263
356.904336 102.0223 0.2368 -10.4005 0.0117 0.5320 0.0168 0.8465
357.008244 102.4177 0.2368 -10.1277 0.0111 0.5001 0.0160 0.8657
357.111306 102.8027 0.2304 -9.8219 0.0091 0.4678 0.0169 0.8836
357.214918 103.1426 0.2320 -9.4890 0.0061 0.4358 0.0167 0.8999
357.318403 103.4621 0.2276 -9.1269 0.0021 0.4033 0.0157 0.9149
357.422246 103.7616 0.2279 -8.7377 -0.0008 0.3718 0.0127 0.9282
357.525915 104.0621 0.2275 -8.3275 -0.0023 0.3419 0.0113 0.9397
357.629649 104.3350 0.2259 -7.8961 -0.0019 0.3142 0.0104 0.9493
357.733390 104.5862 0.2190 -7.4522 -0.0013 0.2890 0.0102 0.9573
357.837248 104.8240 0.2212 -6.9914 0.0005 0.2664 0.0071 0.9638
357.941170 105.0409 0.2221 -6.5068 0.0019 0.2477 0.0035 0.9688
358.045087 105.2498 0.2225 -6.0070 0.0009 0.2320 -0.0019 0.9727
358.149085 105.4634 0.2199 -5.4847 -0.0006 0.2188 -0.0039 0.9758
358.253086 105.6798 0.2175 -4.9575 -0.0023 0.2070 -0.0038 0.9783
358.357057 105.9063 0.2154 -4.4071 -0.0034 0.1967 -0.0016 0.9805
358.461048 106.1135 0.2145 -3.8505 -0.0038 0.1880 -0.0012 0.9822
358.565052 106.3076 0.2118 -3.2974 -0.0029 0.1807 -0.0027 0.9835
358.668915 106.5046 0.2102 -2.7133 -0.0022 0.1744 -0.0057 0.9847
358.772809 106.7025 0.2100 -2.1213 -0.0009 0.1697 -0.0052 0.9855
358.876642 106.9090 0.2077 -1.5292 -0.0002 0.1657 -0.0024 0.9862
358.980519 107.1231 0.2082 -0.9064 0.0002 0.1627 -0.0015 0.9867
359.084242 107.3272 0.2037 -0.2398 0.0004 0.1614 -0.0016 0.9869
359.188104 107.5420 0.2003 0.4100 0.0014 0.1604 -0.0012 0.9871
359.291743 107.7825 0.2029 1.1077 0.0030 0.1578 -0.0001 0.9875
359.395459 108.0064 0.2026 1.8051 0.0041 0.1554 0.0028 0.9878
359.499077 108.2351 0.2039 2.5149 0.0057 0.1524 0.0049 0.9883
359.602816 108.4593 0.2004 3.2429 0.0053 0.1494 0.0049 0.9888
359.706695 108.6818 0.1969 3.9984 0.0054 0.1465 0.0045 0.9892
359.810065 108.9121 0.1894 4.7576 0.0057 0.1430 0.0046 0.9897
359.913663 109.1311 0.1815 5.5697 0.0066 0.1407 0.0045 0.9900
360.017407 109.3582 0.1762 6.3766 0.0077 0.1391 0.0036 0.9902
360.121296 109.5833 0.1700 7.2125 0.0085 0.1376 0.0048 0.9904
360.224642 109.8088 0.1588 8.0727 0.0077 0.1368 0.0072 0.9905
360.328379 110.0512 0.1527 8.9370 0.0063 0.1352 0.0080 0.9908
360.431995 110.2978 0.1484 9.8145 0.0051 0.1336 0.0094 0.9910
360.535613 110.5497 0.1470 10.7180 0.0050 0.1317 0.0104 0.9912
360.639397 110.7846 0.1394 11.6385 0.0040 0.1304 0.0084 0.9914
360.742963 111.0256 0.1392 12.5749 0.0021 0.1292 0.0050 0.9916
360.846701 111.2560 0.1383 13.5293 -0.0000 0.1290 0.0022 0.9916
360.950466 111.5019 0.1332 14.5075 -0.0006 0.1290 -0.0002 0.9916
361.054059 111.7395 0.1243 15.4783 0.0022 0.1293 0.0004 0.9916
361.157677 111.9885 0.1195 16.4589 0.0046 0.1295 0.0004 0.9916
361.261444 112.2600 0.1132 17.4428 0.0049 0.1293 0.0023 0.9916
361.365058 112.5222 0.1034 18.4392 0.0039 0.1296 0.0037 0.9916
361.468697 112.7774 0.0953 19.4173 0.0045 0.1299 0.0020 0.9915
361.572406 113.0263 0.0893 20.4358 0.0042 0.1304 0.0001 0.9914
361.675998 113.2968 0.0875 21.4588 0.0044 0.1303 -0.0002 0.9915
361.779619 113.5589 0.0769 22.4805 0.0048 0.1302 -0.0004 0.9915
361.883234 113.8269 0.0649 23.4998 0.0066 0.1296 0.0011 0.9915
361.986851 114.1043 0.0559 24.5268 0.0080 0.1286 0.0027 0.9917
362.090468 114.3652 0.0446 25.5481 0.0088 0.1276 0.0037 0.9918
362.194207 114.6177 0.0306 26.5786 0.0092 0.1269 0.0032 0.9919
362.297821 114.8574 0.0120 27.6001 0.0066 0.1270 0.0016 0.9919
362.401463 115.1212 -0.0048 28.6238 0.0049 0.1270 0.0002 0.9919
362.505051 115.3866 -0.0191 29.6435 0.0059 0.1271 -0.0008 0.9919
362.608795 115.6505 -0.0307 30.6862 0.0079 0.1272 -0.0009 0.9919
362.712409 115.9176 -0.0496 31.7371 0.0081 0.1273 0.0005 0.9918
362.816152 116.1900 -0.0599 32.7640 0.0055 0.1279 0.0038 0.9918
362.919763 116.4668 -0.0689 33.8035 0.0028 0.1284 0.0050 0.9917
363.023384 116.7347 -0.0792 34.8164 0.0026 0.1287 0.0050 0.9917
363.127121 117.0078 -0.0871 35.8175 0.0045 0.1288 0.0043 0.9917
363.230739 117.2675 -0.1000 36.8224 0.0060 0.1291 0.0020 0.9916
363.334354 117.5171 -0.1096 37.8281 0.0062 0.1298 0.0009 0.9915
363.438083 117.7788 -0.1168 38.8506 0.0038 0.1305 0.0008 0.9914
363.541585 118.0355 -0.1307 39.8752 0.0017 0.1309 0.0001 0.9914
363.645199 118.2973 -0.1419 40.8983 0.0026 0.1310 -0.0001 0.9914
363.748837 118.5684 -0.1467 41.9235 0.0050 0.1312 0.0006 0.9913
363.852552 118.8344 -0.1559 42.9581 0.0058 0.1317 0.0018 0.9913
363.956169 119.1269 -0.1745 43.9847 0.0036 0.1319 0.0030 0.9913
364.059786 119.4135 -0.1854 45.0349 0.0015 0.1318 0.0045 0.9913
364.163399 119.6906 -0.1934 46.1140 0.0015 0.1321 0.0056 0.9912
364.267142 119.9638 -0.1984 47.1574 0.0029 0.1325 0.0075 0.9912
364.370757 120.2536 -0.2023 48.2294 0.0027 0.1324 0.0085 0.9912
364.474373 120.5311 -0.2098 49.2967 0.0020 0.1328 0.0097 0.9911
364.578127 120.8134 -0.2153 50.3703 0.0024 0.1330 0.0107 0.9911
364.681751 121.0981 -0.2286 51.4411 0.0040 0.1327 0.0113 0.9911
364.785366 121.3791 -0.2309 52.5222 0.0067 0.1328 0.0118 0.9910
364.888849 121.6477 -0.2368 53.6168 0.0079 0.1329 0.0107 0.9910
364.992573 121.9303 -0.2493 54.7174 0.0070 0.1329 0.0095 0.9911
365.096187 122.2208 -0.2573 55.8140 0.0051 0.1330 0.0099 0.9911
365.199806 122.5206 -0.2669 56.9232 0.0033 0.1327 0.0092 0.9911
365.303424 122.8138 -0.2755 58.0542 0.0015 0.1334 0.0098 0.9910
365.407047 123.1234 -0.2775 59.1768 0.0008 0.1336 0.0109 0.9910
365.510648 123.4290 -0.2842 60.2862 0.0025 0.1340 0.0110 0.9909
365.614244 123.7270 -0.2891 61.3976 0.0050 0.1343 0.0110 0.9909
365.717768 124.0281 -0.3070 62.5600 0.0047 0.1346 0.0105 0.9908
365.821533 124.3250 -0.3202 63.6896 0.0040 0.1349 0.0101 0.9908
365.924989 124.6433 -0.3275 64.8177 0.0060 0.1342 0.0101 0.9909
366.028644 124.9608 -0.3357 65.9574 0.0083 0.1335 0.0101 0.9910
366.132222 125.2706 -0.3453 67.0701 0.0095 0.1330 0.0109 0.9910
366.235834 125.5818 -0.3623 68.2119 0.0085 0.1326 0.0112 0.9911
366.339452 125.8822 -0.3819 69.3693 0.0063 0.1321 0.0112 0.9912
366.443063 126.1928 -0.3930 70.5152 0.0045 0.1311 0.0118 0.9913
366.546691 126.4849 -0.4051 71.6554 0.0052 0.1306 0.0100 0.9914
366.650228 126.7743 -0.4217 72.7743 0.0094 0.1301 0.0088 0.9914
366.753786 127.0747 -0.4369 73.9085 0.0137 0.1294 0.0066 0.9915
366.857403 127.3765 -0.4539 75.0169 0.0139 0.1282 0.0066 0.9916
366.960896 127.6641 -0.4705 76.1319 0.0113 0.1276 0.0071 0.9917
367.064502 127.9488 -0.4883 77.2590 0.0086 0.1275 0.0086 0.9918
367.168125 128.2336 -0.4954 78.3509 0.0057 0.1272 0.0090 0.9918
367.271617 128.5160 -0.5076 79.4816 0.0046 0.1274 0.0096 0.9918
367.375234 128.8040 -0.5158 80.6041 0.0053 0.1274 0.0093 0.9918
367.478995 129.0819 -0.5276 81.7296 0.0052 0.1282 0.0091 0.9917
367.582460 129.3676 -0.5354 82.8411 0.0056 0.1288 0.0096 0.9916
367.686200 129.6527 -0.5455 83.9520 0.0084 0.1294 0.0091 0.9915
367.789969 129.9298 -0.5609 85.0430 0.0130 0.1295 0.0076 0.9915
367.893431 130.2139 -0.5756 86.1629 0.0148 0.1299 0.0070 0.9914
367.997449 130.5100 -0.5956 87.2664 0.0122 0.1299 0.0061 0.9914
368.100766 130.7851 -0.6179 88.3708 0.0076 0.1305 0.0032 0.9914
368.204295 131.0650 -0.6252 89.4703 0.0032 0.1313 0.0030 0.9913
368.307978 131.3611 -0.6367 90.5795 0.0005 0.1321 0.0045 0.9912
368.411570 131.6595 -0.6359 91.6763 0.0010 0.1321 0.0041 0.9912
368.515218 131.9591 -0.6481 92.7529 0.0065 0.1322 0.0075 0.9912
368.618863 132.2532 -0.6649 93.8193 0.0151 0.1323 0.0104 0.9910
368.722480 132.5453 -0.6881 94.8910 0.0187 0.1323 0.0106 0.9910
368.826098 132.8357 -0.7088 95.9637 0.0155 0.1322 0.0115 0.9910
368.929734 133.1162 -0.7321 97.0535 0.0091 0.1323 0.0123 0.9911
369.033550 133.4095 -0.7477 98.1739 0.0047 0.1324 0.0117 0.9911
369.137076 133.6773 -0.7569 99.2234 0.0011 0.1327 0.0101 0.9911
369.240742 133.9658 -0.7650 100.3012 -0.0012 0.1321 0.0095 0.9912
369.344279 134.2512 -0.7749 101.3472 -0.0000 0.1317 0.0079 0.9913
369.447909 134.5222 -0.7802 102.4000 0.0038 0.1316 0.0055 0.9913
369.551553 134.7901 -0.7942 103.4409 0.0077 0.1320 0.0048 0.9912
369.655271 135.0699 -0.8094 104.4762 0.0107 0.1325 0.0050 0.9911
369.758882 135.3505 -0.8270 105.5016 0.0138 0.1335 0.0048 0.9909
369.862625 135.6445 -0.8428 106.5410 0.0146 0.1341 0.0057 0.9908
369.966242 135.9304 -0.8589 107.5898 0.0124 0.1347 0.0070 0.9908
370.069985 136.2266 -0.8791 108.6218 0.0071 0.1347 0.0071 0.9908
370.173657 136.5077 -0.8925 109.6401 0.0024 0.1344 0.0064 0.9909
370.277214 136.7795 -0.9006 110.6659 0.0004 0.1341 0.0037 0.9910
370.380848 137.0408 -0.9128 111.6634 0.0015 0.1339 0.0009 0.9910
370.484502 137.3187 -0.9243 112.6456 0.0049 0.1328 -0.0004 0.9911
370.588147 137.5807 -0.9367 113.6078 0.0099 0.1316 0.0005 0.9912
370.691676 137.8261 -0.9557 114.5518 0.0124 0.1308 0.0018 0.9913
370.795413 138.0797 -0.9754 115.4966 0.0130 0.1298 0.0042 0.9914
370.899245 138.3379 -0.9952 116.4319 0.0100 0.1283 0.0065 0.9917
371.002647 138.5706 -1.0163 117.3357 0.0078 0.1276 0.0081 0.9918
371.106420 138.8100 -1.0411 118.2038 0.0085 0.1269 0.0080 0.9918
371.210023 139.0205 -1.0513 119.0666 0.0120 0.1265 0.0072 0.9919
371.313643 139.2403 -1.0621 119.9094 0.0143 0.1260 0.0082 0.9919
371.417362 139.4304 -1.0782 120.7492 0.0144 0.1257 0.0058 0.9919
371.520975 139.6439 -1.0943 121.5792 0.0140 0.1250 0.0051 0.9920
371.624717 139.9390 -1.1194 122.4326 0.0141 0.1229 0.0065 0.9923
371.728344 140.1614 -1.1252 123.2482 0.0133 0.1217 0.0032 0.9925
371.832089 140.3657 -1.1186 124.0586 0.0115 0.1209 -0.0005 0.9926
371.935686 140.5616 -1.1298 124.7808 0.0076 0.1192 -0.0005 0.9928
372.039304 140.7676 -1.1427 125.5438 0.0059 0.1175 -0.0005 0.9931
372.143066 140.9185 -1.1509 126.2530 0.0072 0.1169 -0.0009 0.9931
372.246653 141.0636 -1.1641 126.9347 0.0092 0.1158 -0.0021 0.9932
372.350401 141.2089 -1.1749 127.5928 0.0113 0.1146 -0.0008 0.9933
372.454014 141.3569 -1.1858 128.2322 0.0100 0.1129 -0.0016 0.9935
372.557756 141.4810 -1.1978 128.8457 0.0070 0.1128 -0.0021 0.9936
372.661371 141.6195 -1.2097 129.4327 0.0047 0.1125 -0.0050 0.9936
372.765106 141.7429 -1.2195 130.0175 0.0041 0.1130 -0.0061 0.9936
372.868726 141.8808 -1.2283 130.5736 0.0035 0.1142 -0.0078 0.9934
372.972465 142.0136 -1.2402 131.1047 0.0037 0.1172 -0.0085 0.9931
373.076082 142.1386 -1.2386 131.6244 0.0057 0.1211 -0.0097 0.9926
373.179824 142.2639 -1.2436 132.1209 0.0074 0.1265 -0.0115 0.9919
373.283685 142.3990 -1.2582 132.6013 0.0071 0.1341 -0.0132 0.9909
373.387508 142.5402 -1.2652 133.0695 0.0068 0.1439 -0.0132 0.9895
373.491166 142.7013 -1.2709 133.5070 0.0065 0.1556 -0.0110 0.9877
373.595031 142.8806 -1.2739 133.9334 0.0076 0.1692 -0.0077 0.9855
373.698906 143.0652 -1.2778 134.3391 0.0094 0.1853 -0.0067 0.9826
373.802948 143.2477 -1.2821 134.7467 0.0103 0.2041 -0.0066 0.9789
373.906871 143.4481 -1.2897 135.1296 0.0106 0.2235 -0.0055 0.9746
374.010787 143.6797 -1.2934 135.5028 0.0122 0.2431 -0.0018 0.9699
374.114595 143.9078 -1.2912 135.8732 0.0148 0.2639 0.0014 0.9644
374.218593 144.1691 -1.2953 136.2154 0.0169 0.2848 0.0051 0.9584
374.322389 144.4371 -1.3070 136.5338 0.0171 0.3059 0.0072 0.9519
374.426185 144.7296 -1.3155 136.8311 0.0169 0.3263 0.0085 0.9451
374.529981 145.0309 -1.3190 137.1231 0.0166 0.3473 0.0116 0.9375
374.633690 145.3512 -1.3156 137.3896 0.0165 0.3698 0.0135 0.9289
374.737530 145.6856 -1.3218 137.6516 0.0167 0.3942 0.0153 0.9187
374.841173 146.0385 -1.3243 137.9176 0.0166 0.4192 0.0167 0.9076
374.945052 146.4136 -1.3260 138.1676 0.0162 0.4441 0.0181 0.8956
375.048681 146.8066 -1.3290 138.3966 0.0151 0.4693 0.0182 0.8827
375.152292 147.2214 -1.3410 138.6027 0.0138 0.4946 0.0183 0.8688
375.256016 147.6618 -1.3396 138.7948 0.0141 0.5198 0.0165 0.8540
375.359620 148.1191 -1.3397 138.9550 0.0159 0.5443 0.0154 0.8386
375.463236 148.5867 -1.3372 139.0982 0.0182 0.5676 0.0141 0.8230
375.566861 149.0868 -1.3359 139.2350 0.0198 0.5903 0.0131 0.8069
375.670461 149.5851 -1.3383 139.3334 0.0203 0.6120 0.0128 0.7905
375.774550 150.1025 -1.3415 139.4081 0.0192 0.6327 0.0128 0.7740
375.877726 150.6352 -1.3452 139.4601 0.0177 0.6521 0.0135 0.7578
375.981193 151.1743 -1.3481 139.4762 0.0175 0.6701 0.0153 0.7419
376.084805 151.7358 -1.3451 139.4609 0.0178 0.6872 0.0172 0.7261
376.188443 152.3190 -1.3480 139.4483 0.0167 0.7036 0.0179 0.7102
376.292032 152.9069 -1.3539 139.4176 0.0160 0.7180 0.0162 0.6957
376.395525 153.4902 -1.3545 139.3496 0.0172 0.7302 0.0146 0.6828
376.499037 154.0987 -1.3511 139.2705 0.0198 0.7411 0.0144 0.6709
376.602382 154.7075 -1.3476 139.1715 0.0228 0.7503 0.0155 0.6605
376.705869 155.3307 -1.3415 139.0577 0.0245 0.7582 0.0170 0.6513
376.809239 155.9698 -1.3444 138.9292 0.0255 0.7649 0.0187 0.6434
376.912605 156.6325 -1.3447 138.8021 0.0251 0.7708 0.0182 0.6363
377.015966 157.3053 -1.3463 138.6602 0.0254 0.7757 0.0191 0.6303
377.119331 157.9984 -1.3437 138.5014 0.0257 0.7794 0.0202 0.6256
377.222822 158.7185 -1.3410 138.3262 0.0267 0.7822 0.0227 0.6221
377.326188 159.4701 -1.3389 138.1526 0.0265 0.7848 0.0240 0.6187
377.429696 160.2164 -1.3380 137.9755 0.0254 0.7873 0.0231 0.6156
377.533196 160.9710 -1.3377 137.7874 0.0275 0.7899 0.0222 0.6122
377.636792 161.7670 -1.3310 137.5550 0.0309 0.7920 0.0213 0.6094
377.740279 162.5566 -1.3390 137.3327 0.0335 0.7940 0.0192 0.6067
377.843895 163.3870 -1.3446 137.0941 0.0366 0.7952 0.0189 0.6050
377.947384 164.2407 -1.3447 136.8452 0.0387 0.7957 0.0191 0.6041
378.050999 165.1386 -1.3487 136.6037 0.0375 0.7963 0.0204 0.6033
378.154558 166.0110 -1.3542 136.3613 0.0337 0.7966 0.0215 0.6031
378.257978 166.8753 -1.3608 136.1482 0.0306 0.7965 0.0254 0.6033
378.361613 167.7954 -1.3620 135.8972 0.0274 0.7964 0.0267 0.6035
378.465235 168.7249 -1.3647 135.6361 0.0279 0.7964 0.0261 0.6036
378.568835 169.6443 -1.3649 135.3740 0.0316 0.7962 0.0232 0.6038
378.672452 170.5533 -1.3697 135.1104 0.0338 0.7960 0.0214 0.6040
378.776114 171.4854 -1.3780 134.8573 0.0353 0.7959 0.0218 0.6040
378.879739 172.4394 -1.3905 134.5873 0.0351 0.7956 0.0244 0.6043
